,Dec
1229,2.3513808250427246
1230,2.3900232315063477
1231,2.441480875015259
1232,2.505753517150879
1233,2.583038568496704
1234,2.627201557159424
1235,2.6690969467163086
1236,2.7073452472686768
1237,2.731299638748169
1238,2.7757582664489746
1239,2.757028341293335
1240,2.743621826171875
1241,2.7383971214294434
1242,2.7382001876831055
1243,2.7341582775115967
1244,2.714639902114868
1245,2.687333822250366
1246,2.714837074279785
1247,2.7241034507751465
1248,2.6852636337280273
1249,2.61142897605896
1250,2.544888973236084
1251,2.4806160926818848
1252,2.4174277782440186
1253,2.382925510406494
1254,2.3611397743225098
1255,2.3360025882720947
1256,2.318850040435791
1257,2.306527853012085
1258,2.2958812713623047
1259,2.2469868659973145
1260,2.174531936645508
1261,2.0866992473602295
1262,2.0626463890075684
1263,1.9814181327819824
1264,1.9137938022613525
1265,1.8627305030822754
1266,1.8258624076843262
1267,1.7961903810501099
1268,1.7662228345870972
1269,1.7331992387771606
